Track name,Artist name,Album,Playlist name,Type,ISRC
"Nathaniel Ozuski Archive","","","My Subscriptions (Artists)","Artist",""
"BROSB4HOES ALBUM","","","My Subscriptions (Artists)","Artist",""
"iBIJ anime","","","My Subscriptions (Artists)","Artist",""
"Jah Talks Music","","","My Subscriptions (Artists)","Artist",""
"Point & Shoot","","","My Subscriptions (Artists)","Artist",""
"Listen 2 YaMama","","","My Subscriptions (Artists)","Artist",""
"Yung Fazo","","","My Subscriptions (Artists)","Artist",""
"merlin","","","My Subscriptions (Artists)","Artist",""
"golfcart","","","My Subscriptions (Artists)","Artist",""
"Classical","","","My Subscriptions (Artists)","Artist",""
"Seeking Success Podcast","","","My Subscriptions (Artists)","Artist",""
"Daily Max","","","My Subscriptions (Artists)","Artist",""
"The Video Archives Podcast","","","My Subscriptions (Artists)","Artist",""
"Supergood Clips","","","My Subscriptions (Artists)","Artist",""
"Leather Apron Club","","","My Subscriptions (Artists)","Artist",""
"Marsy","","","My Subscriptions (Artists)","Artist",""
"Dyrus","","","My Subscriptions (Artists)","Artist",""
"Yassuo The Inter","","","My Subscriptions (Artists)","Artist",""
"Bjergsen","","","My Subscriptions (Artists)","Artist",""
"Benn Jordan","","","My Subscriptions (Artists)","Artist",""
"Martin Shkreli","","","My Subscriptions (Artists)","Artist",""
"The Shkreli Pill","","","My Subscriptions (Artists)","Artist",""
"Shoe0nHead","","","My Subscriptions (Artists)","Artist",""
"Synthetic Man","","","My Subscriptions (Artists)","Artist",""
"Sam O'Nella Academy","","","My Subscriptions (Artists)","Artist",""
"Captain Disillusion","","","My Subscriptions (Artists)","Artist",""
"Lindsay Ellis","","","My Subscriptions (Artists)","Artist",""
"Noah Caldwell-Gervais","","","My Subscriptions (Artists)","Artist",""
"BDobbinsFTW","","","My Subscriptions (Artists)","Artist",""
"Solidrev","","","My Subscriptions (Artists)","Artist",""
"BritMonkey","","","My Subscriptions (Artists)","Artist",""
"Internet Historian","","","My Subscriptions (Artists)","Artist",""
